,id,mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title,geometry,latitude,longitude
327,ci38269999,0.48,"9km ENE of Aguanga, CA",1552661277500,1552664696130,-480,https://earthquake.usgs.gov/earthquakes/eventpage/ci38269999,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci38269999.geojson,,,,,reviewed,0,4,ci,38269999,",ci38269999,",",ci,",",geoserve,nearby-cities,origin,phase-data,",24.0,0.02837,0.17,71.0,ml,earthquake,"M 0.5 - 9km ENE of Aguanga, CA",POINT Z (-116.785 33.487 6.22),33.487,-116.785
328,nc73152381,0.87,"6km WNW of The Geysers, CA",1552660946520,1552662604504,-480,https://earthquake.usgs.gov/earthquakes/eventpage/nc73152381,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc73152381.geojson,,,,,automatic,0,12,nc,73152381,",nc73152381,",",nc,",",geoserve,nearby-cities,origin,phase-data,scitech-link,",14.0,0.006667,0.04,94.0,md,earthquake,"M 0.9 - 6km WNW of The Geysers, CA",POINT Z (-122.8238297 38.8036652 1.38),38.8036652,-122.8238297
329,nc73152376,0.31,"5km WNW of Cobb, CA",1552660933400,1552689259493,-480,https://earthquake.usgs.gov/earthquakes/eventpage/nc73152376,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc73152376.geojson,,,,,reviewed,0,1,nc,73152376,",nc73152376,",",nc,",",geoserve,nearby-cities,origin,phase-data,scitech-link,",17.0,0.004583,0.04,90.0,md,earthquake,"M 0.3 - 5km WNW of Cobb, CA",POINT Z (-122.7815 38.8403333 2.01),38.8403333,-122.7815
330,nc73152371,0.8,"14km ESE of Alum Rock, CA",1552659825370,1552689302824,-480,https://earthquake.usgs.gov/earthquakes/eventpage/nc73152371,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc73152371.geojson,,,,,reviewed,0,10,nc,73152371,",nc73152371,",",nc,",",geoserve,nearby-cities,origin,phase-data,scitech-link,",15.0,0.03692,0.1,79.0,md,earthquake,"M 0.8 - 14km ESE of Alum Rock, CA",POINT Z (-121.6838333 37.3248333 7.87),37.3248333,-121.6838333
331,se60078123,2.06,"5km WNW of Greenback, Tennessee",1552658891060,1552670066310,-300,https://earthquake.usgs.gov/earthquakes/eventpage/se60078123,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/se60078123.geojson,,,,,reviewed,0,65,se,60078123,",se60078123,",",se,",",geoserve,origin,phase-data,",8.0,0.03067,0.49,103.0,md,earthquake,"M 2.1 - 5km WNW of Greenback, Tennessee",POINT Z (-84.23466670000001 35.6743333 0.16),35.6743333,-84.2346667
332,ak0193em537k,2.9,"171km S of False Pass, Alaska",1552658778791,1552681095637,-660,https://earthquake.usgs.gov/earthquakes/eventpage/ak0193em537k,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak0193em537k.geojson,,,,,reviewed,0,129,ak,0193em537k,",ak0193em537k,",",ak,",",geoserve,origin,phase-data,",,,0.62,,ml,earthquake,"M 2.9 - 171km S of False Pass, Alaska",POINT Z (-163.421 53.313 14.8),53.313,-163.421
333,pr2019074011,1.13,"4km SE of La Plena, Puerto Rico",1552658402360,1552669937657,-240,https://earthquake.usgs.gov/earthquakes/eventpage/pr2019074011,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/pr2019074011.geojson,,,,,reviewed,0,20,pr,2019074011,",pr2019074011,",",pr,",",geoserve,origin,phase-data,",3.0,0.0875,0.13,168.0,md,earthquake,"M 1.1 - 4km SE of La Plena, Puerto Rico",POINT Z (-66.1795 18.0143 11),18.0143,-66.1795
334,nc73152361,0.92,"6km WNW of Cobb, CA",1552658270040,1552659304870,-480,https://earthquake.usgs.gov/earthquakes/eventpage/nc73152361,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc73152361.geojson,,,,,automatic,0,13,nc,73152361,",nc73152361,",",nc,",",geoserve,nearby-cities,origin,phase-data,scitech-link,",10.0,0.005764,0.02,113.0,md,earthquake,"M 0.9 - 6km WNW of Cobb, CA",POINT Z (-122.7821655 38.8390007 1.04),38.8390007,-122.7821655
335,nc73152356,1.93,"5km WNW of Cobb, CA",1552657975510,1552682823214,-480,https://earthquake.usgs.gov/earthquakes/eventpage/nc73152356,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc73152356.geojson,,,,,reviewed,0,57,nc,73152356,",nc73152356,",",nc,",",focal-mechanism,geoserve,nearby-cities,origin,phase-data,scitech-link,",38.0,0.006619,0.05,65.0,md,earthquake,"M 1.9 - 5km WNW of Cobb, CA",POINT Z (-122.7821667 38.8366667 1.23),38.8366667,-122.7821667
336,mb80337969,1.07,"12km ESE of Lincoln, Montana",1552657887760,1552684484610,-420,https://earthquake.usgs.gov/earthquakes/eventpage/mb80337969,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/mb80337969.geojson,,,,,reviewed,0,18,mb,80337969,",mb80337969,",",mb,",",geoserve,origin,phase-data,",7.0,0.1,0.06,123.0,ml,earthquake,"M 1.1 - 12km ESE of Lincoln, Montana",POINT Z (-112.5331667 46.9008333 12.35),46.9008333,-112.5331667
337,ak0193elsu77,2.3,"39km ESE of Seward, Alaska",1552657749443,1552658476198,-540,https://earthquake.usgs.gov/earthquakes/eventpage/ak0193elsu77,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak0193elsu77.geojson,,,,,automatic,0,81,ak,0193elsu77,",ak0193elsu77,",",ak,",",geoserve,origin,",,,0.78,,ml,earthquake,"M 2.3 - 39km ESE of Seward, Alaska",POINT Z (-148.8034 59.9593 0),59.9593,-148.8034
338,nc73152351,1.11,"11km E of Mammoth Lakes, CA",1552657192080,1552677903722,-480,https://earthquake.usgs.gov/earthquakes/eventpage/nc73152351,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc73152351.geojson,,,,,reviewed,0,19,nc,73152351,",nc73152351,",",nc,",",geoserve,nearby-cities,origin,phase-data,scitech-link,",20.0,0.0117,0.04,90.0,md,earthquake,"M 1.1 - 11km E of Mammoth Lakes, CA",POINT Z (-118.8496667 37.6338333 5.5),37.6338333,-118.8496667
339,us1000jgfe,4.0,"100km ESE of Adak, Alaska",1552657168510,1552680663656,-720,https://earthquake.usgs.gov/earthquakes/eventpage/us1000jgfe,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us1000jgfe.geojson,,,,,reviewed,0,246,us,1000jgfe,",ak0193elqqnv,us1000jgfe,",",ak,us,",",geoserve,origin,phase-data,",,0.712,1.36,210.0,mb,earthquake,"M 4.0 - 100km ESE of Adak, Alaska",POINT Z (-175.29 51.5668 32.94),51.5668,-175.29
340,ak0193elq446,2.3,"73km NNW of Larsen Bay, Alaska",1552656997946,1552657301252,-540,https://earthquake.usgs.gov/earthquakes/eventpage/ak0193elq446,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak0193elq446.geojson,,,,,automatic,0,81,ak,0193elq446,",ak0193elq446,",",ak,",",geoserve,origin,",,,0.73,,ml,earthquake,"M 2.3 - 73km NNW of Larsen Bay, Alaska",POINT Z (-154.6568 58.0925 9.6),58.0925,-154.6568
341,nc73152341,1.92,"2km WNW of East Shore, CA",1552655500730,1552701870646,-480,https://earthquake.usgs.gov/earthquakes/eventpage/nc73152341,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc73152341.geojson,,,,,reviewed,0,57,nc,73152341,",nc73152341,nn00680047,",",nc,nn,",",geoserve,nearby-cities,origin,phase-data,scitech-link,",12.0,0.03928,0.15,158.0,md,earthquake,"M 1.9 - 2km WNW of East Shore, CA",POINT Z (-121.0941667 40.25 -2),40.25,-121.0941667
342,nc73152346,0.01,"12km E of Mammoth Lakes, CA",1552655407290,1552667583885,-480,https://earthquake.usgs.gov/earthquakes/eventpage/nc73152346,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc73152346.geojson,,,,,reviewed,0,0,nc,73152346,",nc73152346,",",nc,",",geoserve,nearby-cities,origin,phase-data,scitech-link,",9.0,0.00817,0.03,100.0,md,earthquake,"M 0.0 - 12km E of Mammoth Lakes, CA",POINT Z (-118.8461667 37.6378333 4.38),37.6378333,-118.8461667
343,ak0193eljgxa,1.4,"68km W of Healy, Alaska",1552655138069,1552655313753,-540,https://earthquake.usgs.gov/earthquakes/eventpage/ak0193eljgxa,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak0193eljgxa.geojson,,,,,automatic,0,30,ak,0193eljgxa,",ak0193eljgxa,",",ak,",",geoserve,origin,",,,0.59,,ml,earthquake,"M 1.4 - 68km W of Healy, Alaska",POINT Z (-150.3624 63.8648 8.300000000000001),63.8648,-150.3624
344,nc73152336,1.03,"7km NW of The Geysers, CA",1552654872220,1552657263678,-480,https://earthquake.usgs.gov/earthquakes/eventpage/nc73152336,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc73152336.geojson,,,,,automatic,0,16,nc,73152336,",nc73152336,",",nc,",",geoserve,nearby-cities,origin,phase-data,scitech-link,",14.0,0.009705,0.04,69.0,md,earthquake,"M 1.0 - 7km NW of The Geysers, CA",POINT Z (-122.8188324 38.8165016 2.3),38.8165016,-122.8188324
345,ci38269815,-0.27,"21km ENE of Little Lake, CA",1552654796030,1552668950296,-480,https://earthquake.usgs.gov/earthquakes/eventpage/ci38269815,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci38269815.geojson,,,,,reviewed,0,0,ci,38269815,",ci38269815,",",ci,",",geoserve,nearby-cities,origin,phase-data,",9.0,0.06159,0.09,113.0,ml,earthquake,"M -0.3 - 21km ENE of Little Lake, CA",POINT Z (-117.6833333 36.0035 2.67),36.0035,-117.6833333
346,ak0193el95vw,2.0,"152km W of Talkeetna, Alaska",1552654646964,1552655504679,-540,https://earthquake.usgs.gov/earthquakes/eventpage/ak0193el95vw,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak0193el95vw.geojson,,,,,automatic,0,62,ak,0193el95vw,",ak0193el95vw,",",ak,",",geoserve,origin,",,,1.2,,ml,earthquake,"M 2.0 - 152km W of Talkeetna, Alaska",POINT Z (-152.9963 62.1092 8.9),62.1092,-152.9963
347,nc73152331,0.82,"4km WNW of The Geysers, CA",1552654611580,1552656602616,-480,https://earthquake.usgs.gov/earthquakes/eventpage/nc73152331,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc73152331.geojson,,,,,automatic,0,10,nc,73152331,",nc73152331,",",nc,",",geoserve,nearby-cities,origin,phase-data,scitech-link,",10.0,0.006337,0.04,78.0,md,earthquake,"M 0.8 - 4km WNW of The Geysers, CA",POINT Z (-122.795166 38.7903328 1.19),38.7903328,-122.795166
348,ak0193el8gov,0.8,"75km ENE of Cantwell, Alaska",1552654434010,1552680141465,-540,https://earthquake.usgs.gov/earthquakes/eventpage/ak0193el8gov,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak0193el8gov.geojson,,,,,reviewed,0,10,ak,0193el8gov,",ak0193el8gov,",",ak,",",geoserve,origin,phase-data,",,,0.73,,ml,earthquake,"M 0.8 - 75km ENE of Cantwell, Alaska",POINT Z (-147.5202 63.613 7.1),63.613,-147.5202
349,nc73152326,0.78,"11km ENE of Mammoth Lakes, CA",1552654021610,1552666982625,-480,https://earthquake.usgs.gov/earthquakes/eventpage/nc73152326,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc73152326.geojson,,,,,reviewed,0,9,nc,73152326,",nc73152326,",",nc,",",geoserve,nearby-cities,origin,phase-data,scitech-link,",15.0,0.03354,0.07,118.0,md,earthquake,"M 0.8 - 11km ENE of Mammoth Lakes, CA",POINT Z (-118.8585 37.6663333 1.35),37.6663333,-118.8585
350,nc73152321,0.85,"7km WNW of The Geysers, CA",1552653805600,1552660982045,-480,https://earthquake.usgs.gov/earthquakes/eventpage/nc73152321,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc73152321.geojson,,,,,automatic,0,11,nc,73152321,",nc73152321,",",nc,",",geoserve,nearby-cities,origin,phase-data,scitech-link,",16.0,0.004576,0.04,71.0,md,earthquake,"M 0.9 - 7km WNW of The Geysers, CA",POINT Z (-122.8233337 38.809166 1.62),38.809166,-122.8233337
351,nc73152316,1.95,"30km W of Hayfork, CA",1552653617230,1552695482636,-480,https://earthquake.usgs.gov/earthquakes/eventpage/nc73152316,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc73152316.geojson,,,,,reviewed,0,58,nc,73152316,",nc73152316,",",nc,",",focal-mechanism,geoserve,nearby-cities,origin,phase-data,scitech-link,",26.0,0.04441,0.15,52.0,md,earthquake,"M 2.0 - 30km W of Hayfork, CA",POINT Z (-123.5386667 40.5145 21.62),40.5145,-123.5386667
352,uu60316517,1.41,"16km ESE of Ferron, Utah",1552653550790,1552661768650,-420,https://earthquake.usgs.gov/earthquakes/eventpage/uu60316517,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/uu60316517.geojson,,,,,reviewed,0,31,uu,60316517,",uu60316517,",",uu,",",geoserve,origin,phase-data,",15.0,0.2167,0.06,156.0,ml,earthquake,"M 1.4 - 16km ESE of Ferron, Utah",POINT Z (-110.9485 39.0471667 1.25),39.0471667,-110.9485
353,uu60316512,2.7,"15km ESE of Ferron, Utah",1552653237040,1552715907170,-420,https://earthquake.usgs.gov/earthquakes/eventpage/uu60316512,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/uu60316512.geojson,2.0,3.4,,,reviewed,0,113,uu,60316512,",uu60316512,",",uu,",",dyfi,geoserve,origin,phase-data,",26.0,0.2105,0.23,106.0,ml,earthquake,"M 2.7 - 15km ESE of Ferron, Utah",POINT Z (-110.9596667 39.0483333 17.04),39.0483333,-110.9596667
354,pr2019074010,1.74,"2km N of Jobos, Puerto Rico",1552653175320,1552667797420,-240,https://earthquake.usgs.gov/earthquakes/eventpage/pr2019074010,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/pr2019074010.geojson,,,,,reviewed,0,47,pr,2019074010,",pr2019074010,",",pr,",",geoserve,origin,phase-data,",6.0,0.061,0.12,186.0,md,earthquake,"M 1.7 - 2km N of Jobos, Puerto Rico",POINT Z (-66.1671 17.9753 15),17.9753,-66.1671
355,nn00680010,1.3,"27km SE of Silver Springs, Nevada",1552652957856,1552668774673,-480,https://earthquake.usgs.gov/earthquakes/eventpage/nn00680010,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nn00680010.geojson,,,,,reviewed,0,26,nn,00680010,",nn00680010,",",nn,",",geoserve,origin,phase-data,",13.0,0.479,0.1776,114.6,ml,earthquake,"M 1.3 - 27km SE of Silver Springs, Nevada",POINT Z (-119.0118 39.2349 8.4),39.2349,-119.0118
356,ak0193ekzynl,1.7,"12km SSW of Big Lake, Alaska",1552652076657,1552652363153,-540,https://earthquake.usgs.gov/earthquakes/eventpage/ak0193ekzynl,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak0193ekzynl.geojson,,,,,automatic,0,44,ak,0193ekzynl,",ak0193ekzynl,",",ak,",",geoserve,origin,",,,0.69,,ml,earthquake,"M 1.7 - 12km SSW of Big Lake, Alaska",POINT Z (-150.0348 61.4136 33.2),61.4136,-150.0348
357,us1000jgdp,5.1,"80km W of Kandrian, Papua New Guinea",1552651719690,1552652666040,600,https://earthquake.usgs.gov/earthquakes/eventpage/us1000jgdp,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us1000jgdp.geojson,,,,,reviewed,1,400,us,1000jgdp,",us1000jgdp,",",us,",",geoserve,origin,phase-data,",,3.808,0.78,51.0,mb,earthquake,"M 5.1 - 80km W of Kandrian, Papua New Guinea",POINT Z (148.837 -6.0804 49.52),-6.0804,148.837
358,uu60316502,1.49,"16km ESE of Ferron, Utah",1552651526610,1552661458280,-420,https://earthquake.usgs.gov/earthquakes/eventpage/uu60316502,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/uu60316502.geojson,,,,,reviewed,0,34,uu,60316502,",uu60316502,",",uu,",",geoserve,origin,phase-data,",16.0,0.2045,0.19,160.0,ml,earthquake,"M 1.5 - 16km ESE of Ferron, Utah",POINT Z (-110.9545 39.0326667 16.91),39.0326667,-110.9545
359,ak0193ekxz4p,3.8,"161km S of False Pass, Alaska",1552651509108,1552679598146,-660,https://earthquake.usgs.gov/earthquakes/eventpage/ak0193ekxz4p,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak0193ekxz4p.geojson,,,,,reviewed,0,222,ak,0193ekxz4p,",ak0193ekxz4p,",",ak,",",geoserve,origin,phase-data,",,,0.56,,ml,earthquake,"M 3.8 - 161km S of False Pass, Alaska",POINT Z (-163.5716 53.4001 19.7),53.4001,-163.5716
360,ak0193ekn44o,2.4,"66km SSW of Kobuk, Alaska",1552650842862,1552679175861,-540,https://earthquake.usgs.gov/earthquakes/eventpage/ak0193ekn44o,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak0193ekn44o.geojson,,,,,reviewed,0,89,ak,0193ekn44o,",ak0193ekn44o,",",ak,",",geoserve,origin,phase-data,",,,0.61,,ml,earthquake,"M 2.4 - 66km SSW of Kobuk, Alaska",POINT Z (-157.1987 66.32470000000001 8.5),66.3247,-157.1987
361,nc73152311,0.74,"6km NW of The Geysers, CA",1552650469630,1552657743727,-480,https://earthquake.usgs.gov/earthquakes/eventpage/nc73152311,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc73152311.geojson,,,,,automatic,0,8,nc,73152311,",nc73152311,",",nc,",",geoserve,nearby-cities,origin,phase-data,scitech-link,",15.0,0.005886,0.04,61.0,md,earthquake,"M 0.7 - 6km NW of The Geysers, CA",POINT Z (-122.8099976 38.8175011 2.78),38.8175011,-122.8099976
362,ci38269735,0.38,"17km ESE of Julian, CA",1552648665480,1552662876413,-480,https://earthquake.usgs.gov/earthquakes/eventpage/ci38269735,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci38269735.geojson,,,,,reviewed,0,2,ci,38269735,",ci38269735,",",ci,",",geoserve,nearby-cities,origin,phase-data,",19.0,0.04332,0.18,103.0,ml,earthquake,"M 0.4 - 17km ESE of Julian, CA",POINT Z (-116.4256667 33.0351667 5.85),33.0351667,-116.4256667
363,ci38269727,1.67,"23km NNW of Tehachapi, CA",1552648463030,1552656939910,-480,https://earthquake.usgs.gov/earthquakes/eventpage/ci38269727,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci38269727.geojson,,,,,reviewed,0,43,ci,38269727,",ci38269727,",",ci,",",focal-mechanism,geoserve,nearby-cities,origin,phase-data,",33.0,0.1109,0.16,87.0,ml,earthquake,"M 1.7 - 23km NNW of Tehachapi, CA",POINT Z (-118.5903333 35.3075 4.41),35.3075,-118.5903333
364,hv70866272,1.78,"45km ESE of Pahala, Hawaii",1552648238230,1552648466490,-600,https://earthquake.usgs.gov/earthquakes/eventpage/hv70866272,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/hv70866272.geojson,,,,,automatic,0,49,hv,70866272,",hv70866272,",",hv,",",geoserve,origin,phase-data,",46.0,0.2541,0.3,241.0,md,earthquake,"M 1.8 - 45km ESE of Pahala, Hawaii",POINT Z (-155.0888367 19.0333328 14.28),19.0333328,-155.0888367
365,nc73152306,0.36,"2km NNE of The Geysers, CA",1552648154250,1552687634931,-480,https://earthquake.usgs.gov/earthquakes/eventpage/nc73152306,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc73152306.geojson,,,,,reviewed,0,2,nc,73152306,",nc73152306,",",nc,",",geoserve,nearby-cities,origin,phase-data,scitech-link,",9.0,0.01213,0.03,124.0,md,earthquake,"M 0.4 - 2km NNE of The Geysers, CA",POINT Z (-122.7435 38.7941667 3.62),38.7941667,-122.7435
366,ci38269719,0.76,"8km NE of Aguanga, CA",1552647520410,1552662602765,-480,https://earthquake.usgs.gov/earthquakes/eventpage/ci38269719,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci38269719.geojson,,,,,reviewed,0,9,ci,38269719,",ci38269719,",",ci,",",geoserve,nearby-cities,origin,phase-data,",38.0,0.02533,0.15,69.0,ml,earthquake,"M 0.8 - 8km NE of Aguanga, CA",POINT Z (-116.7911667 33.4881667 6.29),33.4881667,-116.7911667
367,ci38269703,0.21,"10km WSW of Anza, CA",1552647262110,1552662190665,-480,https://earthquake.usgs.gov/earthquakes/eventpage/ci38269703,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci38269703.geojson,,,,,reviewed,0,1,ci,38269703,",ci38269703,",",ci,",",geoserve,nearby-cities,origin,phase-data,",14.0,0.02448,0.11,105.0,ml,earthquake,"M 0.2 - 10km WSW of Anza, CA",POINT Z (-116.7711667 33.5101667 2.69),33.5101667,-116.7711667
368,nc73152301,0.98,"3km SE of The Geysers, CA",1552647212260,1552649342937,-480,https://earthquake.usgs.gov/earthquakes/eventpage/nc73152301,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc73152301.geojson,,,,,automatic,0,15,nc,73152301,",nc73152301,",",nc,",",geoserve,nearby-cities,origin,phase-data,scitech-link,",9.0,0.007584,0.03,131.0,md,earthquake,"M 1.0 - 3km SE of The Geysers, CA",POINT Z (-122.7366638 38.7571678 1.14),38.7571678,-122.7366638
369,nc73152296,1.98,"4km SE of The Geysers, CA",1552646867080,1552672984229,-480,https://earthquake.usgs.gov/earthquakes/eventpage/nc73152296,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc73152296.geojson,,,,,reviewed,0,60,nc,73152296,",nc73152296,",",nc,",",focal-mechanism,geoserve,nearby-cities,origin,phase-data,scitech-link,",50.0,0.009247,0.07,43.0,md,earthquake,"M 2.0 - 4km SE of The Geysers, CA",POINT Z (-122.733 38.7506667 0.83),38.7506667,-122.733
370,ak0193ek0576,1.9,"56km SSW of Homer, Alaska",1552646844575,1552647065241,-540,https://earthquake.usgs.gov/earthquakes/eventpage/ak0193ek0576,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak0193ek0576.geojson,,,,,automatic,0,56,ak,0193ek0576,",ak0193ek0576,",",ak,",",geoserve,origin,",,,0.71,,ml,earthquake,"M 1.9 - 56km SSW of Homer, Alaska",POINT Z (-151.8415 59.1559 61.5),59.1559,-151.8415
371,ak0193ek03ve,1.8,"43km E of Y, Alaska",1552646828179,1552647617469,-540,https://earthquake.usgs.gov/earthquakes/eventpage/ak0193ek03ve,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak0193ek03ve.geojson,,,,,automatic,0,50,ak,0193ek03ve,",ak0193ek03ve,",",ak,",",geoserve,origin,",,,0.8,,ml,earthquake,"M 1.8 - 43km E of Y, Alaska",POINT Z (-149.0235 62.2126 33.1),62.2126,-149.0235
372,ci38269695,0.62,"18km SW of La Quinta, CA",1552646792390,1552656906189,-480,https://earthquake.usgs.gov/earthquakes/eventpage/ci38269695,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci38269695.geojson,,,,,reviewed,0,6,ci,38269695,",ci38269695,",",ci,",",geoserve,nearby-cities,origin,phase-data,",16.0,0.02225,0.11,66.0,ml,earthquake,"M 0.6 - 18km SW of La Quinta, CA",POINT Z (-116.441 33.5416667 9.6),33.5416667,-116.441
373,nc73152291,0.88,"3km SE of The Geysers, CA",1552646605450,1552648622867,-480,https://earthquake.usgs.gov/earthquakes/eventpage/nc73152291,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc73152291.geojson,,,,,automatic,0,12,nc,73152291,",nc73152291,",",nc,",",geoserve,nearby-cities,origin,phase-data,scitech-link,",7.0,0.007895,0.02,145.0,md,earthquake,"M 0.9 - 3km SE of The Geysers, CA",POINT Z (-122.7344971 38.7518349 0.21),38.7518349,-122.7344971
374,ci38269687,1.05,"5km NW of Redlands, CA",1552646419380,1552661902548,-480,https://earthquake.usgs.gov/earthquakes/eventpage/ci38269687,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci38269687.geojson,,,,,reviewed,0,17,ci,38269687,",ci38269687,",",ci,",",geoserve,nearby-cities,origin,phase-data,",38.0,0.03596,0.18,56.0,ml,earthquake,"M 1.1 - 5km NW of Redlands, CA",POINT Z (-117.2223333 34.0853333 6.78),34.0853333,-117.2223333
375,ci38269679,1.08,"5km NW of Redlands, CA",1552646302770,1552660977109,-480,https://earthquake.usgs.gov/earthquakes/eventpage/ci38269679,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci38269679.geojson,,,,,reviewed,0,18,ci,38269679,",ci38269679,",",ci,",",geoserve,nearby-cities,origin,phase-data,",45.0,0.0382,0.22,55.0,ml,earthquake,"M 1.1 - 5km NW of Redlands, CA",POINT Z (-117.2235 34.0831667 4.67),34.0831667,-117.2235
376,uu60316492,2.05,"16km ESE of Ferron, Utah",1552646110690,1552662171300,-420,https://earthquake.usgs.gov/earthquakes/eventpage/uu60316492,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/uu60316492.geojson,,,,,reviewed,0,65,uu,60316492,",uu60316492,",",uu,",",geoserve,origin,phase-data,",20.0,0.2145,0.1,106.0,ml,earthquake,"M 2.1 - 16km ESE of Ferron, Utah",POINT Z (-110.9501667 39.0451667 5.52),39.0451667,-110.9501667
377,nc73152281,1.13,"2km SSW of Anderson Springs, CA",1552645640910,1552653663362,-480,https://earthquake.usgs.gov/earthquakes/eventpage/nc73152281,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc73152281.geojson,,,,,automatic,0,20,nc,73152281,",nc73152281,",",nc,",",geoserve,nearby-cities,origin,phase-data,scitech-link,",8.0,0.01275,0.05,204.0,md,earthquake,"M 1.1 - 2km SSW of Anderson Springs, CA",POINT Z (-122.704834 38.7561684 0.74),38.7561684,-122.704834
378,ak0193ejvonb,1.4,"57km NE of Chitina, Alaska",1552645604133,1552646061495,-540,https://earthquake.usgs.gov/earthquakes/eventpage/ak0193ejvonb,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak0193ejvonb.geojson,,,,,automatic,0,30,ak,0193ejvonb,",ak0193ejvonb,",",ak,",",geoserve,origin,",,,0.41,,ml,earthquake,"M 1.4 - 57km NE of Chitina, Alaska",POINT Z (-143.7436 61.9106 2.3),61.9106,-143.7436
379,nc73152276,1.51,"2km SSW of Anderson Springs, CA",1552645598750,1552708562774,-480,https://earthquake.usgs.gov/earthquakes/eventpage/nc73152276,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc73152276.geojson,,,,,reviewed,0,35,nc,73152276,",nc73152276,",",nc,",",geoserve,nearby-cities,origin,phase-data,scitech-link,",25.0,0.0105,0.08,69.0,md,earthquake,"M 1.5 - 2km SSW of Anderson Springs, CA",POINT Z (-122.7026667 38.758 1.05),38.758,-122.7026667
380,ak0193ejvebl,0.5,"111km W of Cantwell, Alaska",1552645511467,1552678020675,-540,https://earthquake.usgs.gov/earthquakes/eventpage/ak0193ejvebl,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak0193ejvebl.geojson,,,,,reviewed,0,4,ak,0193ejvebl,",ak0193ejvebl,",",ak,",",geoserve,origin,phase-data,",,,0.5,,ml,earthquake,"M 0.5 - 111km W of Cantwell, Alaska",POINT Z (-151.1571 63.263 5.9),63.263,-151.1571
